nr;kuenstler_id;kuenstler;theoretiker_id;theoretiker;text;frage
293;roman-opalka;Roman Opalka;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;Roman Opalkas Arbeit bleibt nur bestehen, indem sie fortgesetzt wird. Wendy Hui Kyong Chun beschreibt digitale Dauerhaftigkeit als paradox: Etwas bleibt verfügbar, weil es immer wieder aktualisiert, erneuert und ausgeführt wird. Opalkas Serie zeigt eine analoge Form solcher Beständigkeit. Sie bewahrt keinen Zustand. Jede neue Zahl verändert das Ganze und hält das Projekt gerade dadurch am Leben.;Ist Fortsetzen eine Form des Updates?
294;on-kawara;On Kawara;henri-bergson;Henri Bergson;On Kawaras Datumsbilder geben einem Tag eine eindeutige Stelle im Kalender. Henri Bergson unterscheidet solche messbare Zeit von Dauer, die nicht aus identischen Einheiten zusammengesetzt ist. Kawaras Regel bringt diese Differenz in ein einziges Bild. Der Tag ist exakt bezeichnet und abgeschlossen, während die Arbeit an ihm als Müdigkeit, Rhythmus und Aufmerksamkeit erlebt wird. Dieselbe Zeit erscheint zugleich als Kalenderstelle und als gelebter Verlauf.;Wie viel Dauer passt in ein Datum?
295;donald-judd;Donald Judd;gregory-bateson;Gregory Bateson;Donald Judd organisiert Körper und Zwischenräume in präzisen Beziehungen. Gregory Bateson versteht Information als einen Unterschied, der innerhalb eines Zusammenhangs einen weiteren Unterschied macht. Ein Abstand bei Judd ist deshalb nicht nur eine leere messbare Strecke. Er lässt zwei Körper als getrennt, gleichgeordnet oder seriell verbunden erscheinen. Die Information liegt nicht in einem einzelnen Element, sondern in der Differenz zwischen ihnen.;Wann wird Abstand zum Unterschied?
296;christian-marclay;Christian Marclay;jacques-derrida;Jacques Derrida;Christian Marclay löst Film- und Tonfragmente aus ihren ursprünglichen Zusammenhängen und setzt sie in neue Folgen. Jacques Derridas Iterierbarkeit bezeichnet die Möglichkeit eines Zeichens, in anderen Kontexten erneut zu funktionieren. Genau diese Wiederholbarkeit verändert jedoch seine Beziehungen. Marclays Fragment bleibt wiedererkennbar und wird zugleich etwas anderes, sobald Schnitt, Nachbarschaft und neuer Rhythmus seine Lesbarkeit verschieben.;Was verändert ein Fragment, wenn es wiederkehrt?
297;mona-hatoum;Mona Hatoum;michel-foucault;Michel Foucault;Mona Hatoum arbeitet mit Gittern, Karten, Schwellen und häuslichen Formen, die Zugang und Ausschluss räumlich organisieren. Michel Foucault untersucht Anordnungen danach, wie sie Menschen verteilen und Sichtbarkeit strukturieren. Eine Grenze entscheidet bei Hatoum deshalb nicht nur, wo jemand stehen kann. Sie verändert auch, wer von welcher Position aus sichtbar, geschützt oder exponiert wird. Raumordnung und Sichtbarkeit entstehen gemeinsam.;Wer wird durch eine Grenze sichtbar?
298;william-kentridge;William Kentridge;judith-butler;Judith Butler;William Kentridge greift Bilder politischer Geschichte auf, löscht sie, verschiebt sie und setzt sie neu zusammen. Judith Butler untersucht, durch welche Rahmen Körper, Gewalt und Verlust überhaupt als sichtbar und betrauerbar erscheinen. Bei Kentridge wird historische Erinnerung deshalb nicht nur wiederholt. Die Veränderung eines Bildes kann auch verändern, was daran wahrnehmbar und wessen Geschichte darin lesbar wird. Revision betrifft damit nicht nur Vergangenheit, sondern ihre gegenwärtigen Bedingungen des Erscheinens.;Welche Vergangenheit macht ein veränderter Rahmen sichtbar?
299;dan-graham;Dan Graham;n-katherine-hayles;N. Katherine Hayles;Dan Grahams Videoanlagen und Spiegel verschränken Körper mit technischen Bildern ihrer selbst. N. Katherine Hayles kritisiert ein Verständnis von Information, das den Körper nur als austauschbaren Träger behandelt. Bei Graham lässt sich das Bild jedoch nicht von seiner Verkörperung lösen. Standort, Bewegung, Verzögerung und Blickrichtung entscheiden darüber, welche Information der Bildschirm überhaupt liefert. Der Körper befindet sich nicht vor dem Mediensystem, sondern innerhalb seiner Schleife.;Wo befindet sich der Körper im Bild?
300;doris-salcedo;Doris Salcedo;heinz-von-foerster;Heinz von Foerster;Doris Salcedos Arbeiten geben Verlust keine abgeschlossene Darstellung. Leerstelle, beschädigtes Material und blockierter Raum setzen Spuren, ohne die Abwesenden selbst verfügbar zu machen. Heinz von Foerster richtet den Blick auf den Beobachter als Teil jeder Beobachtung. Erinnerung liegt deshalb nicht vollständig im Objekt bereit. Erst im gegenwärtigen Beobachten werden Beziehungen zwischen Spur, Abwesenheit und Geschichte hergestellt.;Was macht Beobachtung aus einer Spur?
301;robert-smithson;Robert Smithson;donna-haraway;Donna Haraway;Robert Smithsons Site und Non-Site machen deutlich, dass ein Ort nie vollständig aus einer einzigen Position erscheint. Karte, Gestein, Fotografie und Ausstellung bilden verschiedene Zugänge zu derselben Site. Donna Haraways situiertes Wissen widerspricht dem Anspruch auf einen Blick von nirgendwo. Smithsons Arbeit kann deshalb als räumliche Probe darauf gelesen werden: Jeder Zugang zeigt etwas und lässt anderes außerhalb seines Standpunkts.;Kann ein Ort von nirgendwo beschrieben werden?
302;hanne-darboven;Hanne Darboven;gilbert-simondon;Gilbert Simondon;Hanne Darbovens Arbeiten wachsen aus fortgesetzten Schreib-, Rechen- und Datierungsoperationen. Gilbert Simondon versteht Individuation als Prozess, in dem Einheit erst entsteht und nie vollständig abgeschlossen ist. Auch Darbovens Serie besitzt ihre Identität nicht schon vor ihren einzelnen Einträgen. Jeder neue Abschnitt verändert den Umfang und die Beziehungen des Ganzen. Einheit entsteht hier durch fortgesetztes Werden.;Wie entsteht Einheit aus fortgesetztem Schreiben?
303;agnes-martin;Agnes Martin;michel-serres;Michel Serres;Agnes Martins Raster teilen die Fläche in Linien und Intervalle, ohne dem Blick eine feste Route vorzuschreiben. Michel Serres interessiert sich für Wege, Nachbarschaften und Passagen, die nicht auf metrische Entfernung reduziert werden können. Auch bei Martin ist die kürzeste geometrische Verbindung nicht notwendig der Weg der Wahrnehmung. Der Blick springt, verweilt, verliert Linien und findet sie wieder. Eine räumliche Ordnung wird so zum Feld möglicher Bewegungen.;Wie wandert der Blick durch ein Raster?
304;eva-hesse;Eva Hesse;jacques-derrida;Jacques Derrida;Eva Hesses Materialien verändern sich, auch wenn das Werk möglichst erhalten werden soll. Jacques Derridas Spur bezeichnet etwas Gegenwärtiges, das von dem geprägt bleibt, was nicht mehr vollständig anwesend ist. Alterndes Latex kann eine solche Zeitlichkeit materiell sichtbar machen. Der frühere Zustand ist verloren, wirkt aber als Vergleich, Dokumentation und Veränderung im gegenwärtigen Werk weiter. Zerfall entfernt Vergangenheit nicht, sondern schreibt sie in die Oberfläche ein.;Ist Zerfall eine Spur?
305;dan-graham;Dan Graham;karen-barad;Karen Barad;Dan Grahams Spiegel und transparente Flächen machen es schwierig, Beobachter und beobachtete Szene sauber voneinander zu trennen. Karen Barads Intraaktion setzt genau dort an, wo beteiligte Seiten erst innerhalb einer Beziehung bestimmbar werden. Im Spiegel erscheint der Beobachter als Teil des Bildes, während das Bild seine Position mitdefiniert. Die Grenze zwischen Sehen und Gesehenwerden wird nicht aufgehoben, aber in jeder Situation neu hervorgebracht.;Entsteht der Beobachter erst im Spiegel?
306;tehching-hsieh;Tehching Hsieh;susan-leigh-star;Susan Leigh Star;Tehching Hsiehs Stechuhrperformance übernimmt ein unscheinbares Instrument der Arbeitsorganisation und macht es zum Zentrum eines ganzen Jahres. Susan Leigh Star untersucht Infrastrukturen, die gewöhnlich erst auffallen, wenn sie stören oder aus ihrem Hintergrund treten. Bei Hsieh geschieht genau das mit der Stechuhr. Ein Gerät zur Verwaltung von Arbeitszeit wird sichtbar als Ordnung, die Schlaf, Bewegung und Alltag strukturiert.;Wann wird eine Stechuhr zur Infrastruktur des Lebens?
307;rebecca-horn;Rebecca Horn;gilles-deleuze;Gilles Deleuze;Rebecca Horns Maschinen wiederholen Bewegungen, doch die Wiederholung trifft auf Körper, Material und Raum. Gilles Deleuze unterscheidet Wiederholung vom bloßen Auftreten des Gleichen. Bei Horn kann eine mechanisch identische Bewegung deshalb jedes Mal eine andere Wirkung haben. Federn biegen sich, Körper reagieren und Abstände verändern sich. Die Maschine wiederholt einen Ablauf und produziert gerade dadurch Differenz.;Was wiederholt eine Maschine wirklich?
308;robert-smithson;Robert Smithson;gregory-bateson;Gregory Bateson;Robert Smithsons Site und Non-Site existieren durch eine Beziehung zwischen zwei verschiedenen Orten und Darstellungsformen. Gregory Bateson versteht Information als Unterschied innerhalb eines Zusammenhangs. Die Site wird deshalb nicht allein durch das Material im Gelände und die Non-Site nicht allein durch ihre Karte verständlich. Erst ihre Differenz erzeugt Information über das, was jeweils fehlt und was die andere Seite sichtbar macht.;Wann wird ein Ort durch einen anderen lesbar?
309;felix-gonzalez-torres;Felix Gonzalez-Torres;lucy-suchman;Lucy Suchman;Felix Gonzalez-Torres gibt für manche Werke Maße, Gewichte oder Möglichkeiten der Erneuerung vor, ohne damit ihren tatsächlichen Verlauf festzulegen. Lucy Suchman zeigt, dass Pläne erst in konkreten Situationen zu Handlungen werden. Im Museum müssen Personal und Publikum entscheiden, wie entnommen, ergänzt, geschützt oder präsentiert wird. Werkidentität entsteht deshalb nicht allein aus der Regel, sondern aus ihrer fortgesetzten situativen Ausführung.;Wer führt ein Werk aus, das sich verändern darf?
310;louise-bourgeois;Louise Bourgeois;claude-shannon;Claude Shannon;Louise Bourgeois übersetzt biografische Erfahrungen immer wieder in Räume, Körper und wiederkehrende Motive. Claude Shannon kann beschreiben, wie Zeichen zuverlässig übertragen werden, nicht aber, welche persönliche Bedeutung sie tragen. Gerade diese Grenze ist bei Bourgeois produktiv. Eine Spinne, ein Haus oder ein Körperteil kann sichtbar weitergegeben werden, ohne dass damit die Erinnerung übertragen wäre, aus der die Form hervorging.;Wie viel Erinnerung lässt sich übertragen?
311;donald-judd;Donald Judd;michel-foucault;Michel Foucault;Donald Judds Objekte ordnen den Ausstellungsraum durch Maße, Abstände und wiederkehrende Setzungen. Michel Foucault untersucht räumliche Ordnungen danach, wie sie Positionen und Möglichkeiten des Sehens strukturieren. Judds Arbeit schreibt keine eindeutige Blickrichtung vor, aber sie verändert, wo ein Körper stehen kann und welche Beziehungen gleichzeitig sichtbar werden. Geometrische Ordnung wird damit auch zu einer Ordnung möglicher Beobachtungen.;Werden Abstände zu Regeln des Sehens?
312;christian-marclay;Christian Marclay;gilbert-simondon;Gilbert Simondon;Christian Marclay zerlegt vorhandenes Material und fügt Fragmente zu neuen zeitlichen Einheiten zusammen. Gilbert Simondon versteht Individuation als einen Prozess, in dem eine Einheit aus Beziehungen und Spannungen hervorgeht. Eine Montage wäre dann nicht bloß die Summe bereits fertiger Teile. Rhythmus, Schnitt und Nachbarschaft verändern, was die Fragmente sind und lassen zugleich eine neue Form entstehen, die vorher in keinem einzelnen Fragment enthalten war.;Wann werden Fragmente zu einer neuen Einheit?
313;on-kawara;On Kawara;judith-butler;Judith Butler;On Kawara wiederholt über Jahre die Herstellung von Datumsbildern nach einer strengen Regel. Judith Butler zeigt, wie Wiederholung Formen stabilisieren und sozial lesbar machen kann. Kawaras Datum ist selbst eine kulturell geteilte Konvention, deren Lesbarkeit auf fortgesetzter Wiederholung beruht. Zugleich bezeichnet jedes Bild einen unwiederholbaren Tag. Das Werk verbindet eine wiederholbare soziale Form mit einem Ereignis, das nur einmal stattfindet.;Wie macht Wiederholung einen einmaligen Tag lesbar?
314;james-turrell;James Turrell;michel-serres;Michel Serres;James Turrell lässt Licht durch Öffnungen, Schwellen und architektonische Übergänge in Wahrnehmungsräume eintreten. Michel Serres interessiert sich für Passagen, in denen das Vermittelte durch seinen Weg verändert wird. Auch Licht erreicht den Blick nicht einfach unvermittelt. Öffnung, Atmosphäre, Wand und Auge bestimmen gemeinsam, wie es erscheint. Der Weg des Lichts gehört damit zu seiner wahrgenommenen Form.;Wann wird Licht auf seinem Weg zum Raum?
315;tehching-hsieh;Tehching Hsieh;n-katherine-hayles;N. Katherine Hayles;Tehching Hsiehs Regeln lassen sich knapp formulieren, doch ihre Bedeutung entsteht erst dadurch, dass ein Körper sie über Monate oder Jahre ausführt. N. Katherine Hayles kritisiert die Vorstellung, Information könne von ihrer Verkörperung getrennt werden. Bei Hsieh ist die Regel übertragbar, die Performance aber nicht. Schlafmangel, Gewicht, Wetter und Erschöpfung schreiben sich in einen Vollzug ein, der sich durch keine Beschreibung vollständig ersetzen lässt.;Kann ein Körper eine Regel speichern?
316;bruce-nauman;Bruce Nauman;gregory-bateson;Gregory Bateson;Bruce Nauman arbeitet mit Wiederholungen, Rückmeldungen und Situationen, in denen eine Handlung auf die handelnde Person zurückwirkt. Gregory Bateson beschreibt Systeme über Unterschiede und Rückkopplungen. Ein Loop ist deshalb mehr als die Wiederkehr desselben Signals, sobald sein Ergebnis das weitere Verhalten verändert. Bei Nauman kann genau dieser Übergang eine einfache Wiederholung in ein System verwandeln.;Wann wird ein Loop zur Rückmeldung?
317;sol-lewitt;Sol LeWitt;susan-leigh-star;Susan Leigh Star;Sol LeWitts Instruktionen lassen ein Werk unabhängig von seiner eigenen Hand an verschiedenen Orten ausführen. Susan Leigh Star lenkt den Blick auf die Infrastrukturen, die solche scheinbare Selbstverständlichkeit ermöglichen. Ausführende Personen, Wandvorbereitung, Dokumentation, Material, Rechte und institutionelles Wissen bilden ein Netz, ohne das die Regel nicht zum Werk wird. Die Idee wirkt autonom, weil ihre Infrastruktur zuverlässig arbeitet.;Welche Infrastruktur führt eine Idee aus?
318;william-kentridge;William Kentridge;henri-bergson;Henri Bergson;William Kentridge lässt frühere Zustände einer Zeichnung als Spuren im gegenwärtigen Bild weiterleben. Henri Bergson versteht Erinnerung nicht als abgelegtes Archiv neben der Gegenwart, sondern als etwas, das in gegenwärtige Wahrnehmung und Handlung hineinwirkt. Kentridges Blatt gibt diesem Gedanken eine materielle Form. Vergangenes ist nicht bloß dokumentiert. Es verändert, was jetzt gezeichnet werden kann.;Wie viel Vergangenheit trägt ein Bild?
319;roman-opalka;Roman Opalka;claude-shannon;Claude Shannon;Roman Opalkas Zahlenfolge lässt sich als äußerst präzise Information lesen: Jede Zahl bezeichnet eindeutig ihre Stelle in der Serie. Claude Shannon kann beschreiben, wie solche unterscheidbaren Zeichen übertragen werden. Doch die Zahl überträgt nicht die Lebenszeit, körperliche Arbeit und Aufmerksamkeit, die ihre Herstellung gekostet hat. Opalkas Werk legt damit eine Differenz frei zwischen exakt codierbarer Reihenfolge und irreversibel verbrauchter Zeit.;Was sagt eine Zahl über die Zeit, die sie gekostet hat?
320;rebecca-horn;Rebecca Horn;jacques-derrida;Jacques Derrida;Rebecca Horn ergänzt Körper durch Federn, Stäbe, Masken und mechanische Erweiterungen. Jacques Derridas Begriff des Supplements bezeichnet eine Ergänzung, die zugleich sichtbar macht, dass das vermeintlich vollständige Ganze nie völlig in sich geschlossen war. Horns Prothesen fügen dem Körper Fähigkeiten hinzu und verschieben dadurch seine Grenze. Die Erweiterung zeigt nicht nur, was ein Körper mehr kann, sondern stellt infrage, wo dieser Körper vorher eigentlich endete.;Wo endet ein Körper, der sich ergänzen lässt?
